"","row_id","drink","date_modified","id_drink","alcoholic","category","glass","ingredient_number","ingredient","measure","measure_vol_frc","measure_vol_dec","measure_vol_dsh","measure_unit","measure_new","measure_ml","measure_stdz","ingredient_and_others","original_ingredient"
"131",33,"Absolut Evergreen",2016-09-02 11:36:49,14374,"alcoholic","other/unknown","collins glass",4,"bitter lemon","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","bitter lemon"
"132",34,"Absolut Sex",2016-08-31 19:33:56,14360,"alcoholic","shot","old-fashioned glass",1,"absolut kurant","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","absolut kurant"
"133",34,"Absolut Sex",2016-08-31 19:33:56,14360,"alcoholic","shot","old-fashioned glass",2,"midori melon liqueur","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"uncommon ingredient","midori melon liqueur"
"134",34,"Absolut Sex",2016-08-31 19:33:56,14360,"alcoholic","shot","old-fashioned glass",3,"cranberry juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"cranberry juice","cranberry juice"
"135",34,"Absolut Sex",2016-08-31 19:33:56,14360,"alcoholic","shot","old-fashioned glass",4,"sprite","1 splash","1",NA,NA,"splash",1,3.5,-0.0731584639822161,"uncommon ingredient","sprite"
"136",35,"Absolut Stress #2",2016-09-02 11:23:45,15597,"alcoholic","ordinary drink","collins glass",1,"absolut vodka","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","absolut vodka"
"137",35,"Absolut Stress #2",2016-09-02 11:23:45,15597,"alcoholic","ordinary drink","collins glass",2,"peach schnapps","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"peach schnapps","peach schnapps"
"138",35,"Absolut Stress #2",2016-09-02 11:23:45,15597,"alcoholic","ordinary drink","collins glass",3,"coconut liqueur","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","coconut liqueur"
"139",35,"Absolut Stress #2",2016-09-02 11:23:45,15597,"alcoholic","ordinary drink","collins glass",4,"cranberry juice","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"cranberry juice","cranberry juice"
"140",35,"Absolut Stress #2",2016-09-02 11:23:45,15597,"alcoholic","ordinary drink","collins glass",5,"pineapple juice","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"pineapple juice","pineapple juice"
"141",36,"Absolut Summertime",2016-08-31 19:54:22,14107,"alcoholic","cocktail","collins glass",1,"absolut citron","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"uncommon ingredient","absolut citron"
"142",36,"Absolut Summertime",2016-08-31 19:54:22,14107,"alcoholic","cocktail","collins glass",2,"sweet and sour","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"sweet and sour","sweet and sour"
"143",36,"Absolut Summertime",2016-08-31 19:54:22,14107,"alcoholic","cocktail","collins glass",3,"sprite","1/2 oz","1/2",NA,NA,"oz",0.5,14,-0.0804579130672757,"uncommon ingredient","sprite"
"144",36,"Absolut Summertime",2016-08-31 19:54:22,14107,"alcoholic","cocktail","collins glass",4,"soda water","3 oz","3",NA,NA,"oz",3,84,-0.0439606676419781,"soda water","soda water"
"145",36,"Absolut Summertime",2016-08-31 19:54:22,14107,"alcoholic","cocktail","collins glass",5,"lemon","1 slice","1",NA,NA,"slice",1,NA,-0.0731584639822161,"lemon","lemon"
"146",37,"Absolut limousine",2016-09-01 09:50:44,14372,"alcoholic","other/unknown","collins glass",1,"absolut citron","2/3","2/3",NA,NA,NA,0.666666666666667,0.666666666666667,-0.0780247633722558,"uncommon ingredient","absolut citron"
"147",37,"Absolut limousine",2016-09-01 09:50:44,14372,"alcoholic","other/unknown","collins glass",2,"lime juice","1/3","1/3",NA,NA,NA,0.333333333333333,0.333333333333333,-0.0828910627622955,"lime juice","lime juice"
"148",37,"Absolut limousine",2016-09-01 09:50:44,14372,"alcoholic","other/unknown","collins glass",3,"ice","fill with",NA,NA,NA,"fill with",NA,NA,NA,"ice","ice"
"149",37,"Absolut limousine",2016-09-01 09:50:44,14372,"alcoholic","other/unknown","collins glass",4,"tonic water","top it up with",NA,NA,NA,"top it up with",NA,NA,NA,"uncommon ingredient","tonic water"
"150",38,"Absolutely Cranberry Smash",2016-09-02 11:24:44,15024,"alcoholic","ordinary drink","cocktail glass",1,"absolut vodka","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","absolut vodka"
"151",38,"Absolutely Cranberry Smash",2016-09-02 11:24:44,15024,"alcoholic","ordinary drink","cocktail glass",2,"cranberry juice","4 oz","4",NA,NA,"oz",4,112,-0.029361769471859,"cranberry juice","cranberry juice"
"152",38,"Absolutely Cranberry Smash",2016-09-02 11:24:44,15024,"alcoholic","ordinary drink","cocktail glass",3,"ginger ale","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"ginger ale","ginger ale"
"153",38,"Absolutely Cranberry Smash",2016-09-02 11:24:44,15024,"alcoholic","ordinary drink","cocktail glass",4,"ice","add",NA,NA,NA,"add",NA,NA,NA,"ice","ice"
"154",39,"Absolutely Fabulous",2017-09-07 21:55:34,17224,"alcoholic","cocktail","champagne flute",1,"vodka","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"vodka","vodka"
"155",39,"Absolutely Fabulous",2017-09-07 21:55:34,17224,"alcoholic","cocktail","champagne flute",2,"cranberry juice","2 shots","2",NA,NA,"shots",2,60,-0.0585595658120971,"cranberry juice","cranberry juice"
"156",39,"Absolutely Fabulous",2017-09-07 21:55:34,17224,"alcoholic","cocktail","champagne flute",3,"champagne","top up with",NA,NA,NA,"top up with",NA,NA,NA,"champagne","champagne"
"157",40,"Absolutly Screwed Up",2016-08-31 19:55:28,16134,"alcoholic","cocktail","collins glass",1,"absolut citron","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","absolut citron"
"158",40,"Absolutly Screwed Up",2016-08-31 19:55:28,16134,"alcoholic","cocktail","collins glass",2,"orange juice","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"orange juice","orange juice"
"159",40,"Absolutly Screwed Up",2016-08-31 19:55:28,16134,"alcoholic","cocktail","collins glass",3,"triple sec","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"triple sec","triple sec"
"160",40,"Absolutly Screwed Up",2016-08-31 19:55:28,16134,"alcoholic","cocktail","collins glass",4,"ginger ale","fill to top",NA,NA,NA,"fill to top",NA,NA,NA,"ginger ale","ginger ale"
"161",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",1,"light rum","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"light rum","light rum"
"162",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",2,"triple sec","1 1/2 tsp","1 1/2",NA,NA,"tsp",1.5,NA,-0.0658590148971566,"triple sec","triple sec"
"163",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",3,"lime juice","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"lime juice","lime juice"
"164",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",4,"sugar","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"sugar","sugar"
"165",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",5,"egg white","1","1",NA,NA,NA,1,1,-0.0731584639822161,"egg white","egg white"
"166",41,"Acapulco",2016-09-02 11:26:16,11005,"alcoholic","ordinary drink","old-fashioned glass",6,"mint","1","1",NA,NA,NA,1,1,-0.0731584639822161,"uncommon ingredient","mint"
"167",42,"Ace",2017-09-07 22:05:06,17225,"alcoholic","cocktail","martini glass",1,"gin","2 shots","2",NA,NA,"shots",2,60,-0.0585595658120971,"gin","gin"
"168",42,"Ace",2017-09-07 22:05:06,17225,"alcoholic","cocktail","martini glass",2,"grenadine","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"grenadine","grenadine"
"169",42,"Ace",2017-09-07 22:05:06,17225,"alcoholic","cocktail","martini glass",3,"heavy cream","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"uncommon ingredient","heavy cream"
"170",42,"Ace",2017-09-07 22:05:06,17225,"alcoholic","cocktail","martini glass",4,"milk","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"milk","milk"
"171",42,"Ace",2017-09-07 22:05:06,17225,"alcoholic","cocktail","martini glass",5,"egg white","1/2 fresh","1/2",NA,NA,"fresh",0.5,NA,-0.0804579130672757,"egg white","egg white"
"172",43,"Adam",2016-09-02 11:29:29,11006,"alcoholic","ordinary drink","cocktail glass",1,"dark rum","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"dark rum","dark rum"
"173",43,"Adam",2016-09-02 11:29:29,11006,"alcoholic","ordinary drink","cocktail glass",2,"lemon juice","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"lemon juice","lemon juice"
"174",43,"Adam",2016-09-02 11:29:29,11006,"alcoholic","ordinary drink","cocktail glass",3,"grenadine","1 tsp","1",NA,NA,"tsp",1,NA,-0.0731584639822161,"grenadine","grenadine"
"175",44,"Adam & Eve",2017-09-07 22:17:58,17226,"alcoholic","cocktail","cocktail glass",1,"gin","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"gin","gin"
"176",44,"Adam & Eve",2017-09-07 22:17:58,17226,"alcoholic","cocktail","cocktail glass",2,"cognac","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","cognac"
"177",44,"Adam & Eve",2017-09-07 22:17:58,17226,"alcoholic","cocktail","cocktail glass",3,"creme de cassis","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"uncommon ingredient","creme de cassis"
"178",44,"Adam & Eve",2017-09-07 22:17:58,17226,"alcoholic","cocktail","cocktail glass",4,"fresh lemon juice","1/8 shot","1/8",NA,NA,"shot",0.125,3.75,-0.0859324998810703,"uncommon ingredient","fresh lemon juice"
"179",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",1,"rum","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"rum","rum"
"180",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",2,"vodka","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"vodka","vodka"
"181",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",3,"tequila","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"tequila","tequila"
"182",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",4,"triple sec","1/2 part","1/2",NA,NA,"part",0.5,2.5,-0.0804579130672757,"triple sec","triple sec"
"183",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",5,"fruit","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","fruit"
"184",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",6,"ice","",NA,NA,NA,NA,NA,NA,NA,"ice","ice"
"185",45,"Adam Bomb",2016-02-03 15:23:36,16333,"alcoholic","punch / party drink","margarita glass",7,"salt","1-3 pint","1",NA,"1-3","pint",1,473,-0.0731584639822161,"salt","salt"
"186",46,"Adam Sunrise",2016-09-02 11:28:32,15567,"alcoholic","ordinary drink","collins glass",1,"vodka","1/2","1/2",NA,NA,NA,0.5,0.5,-0.0804579130672757,"vodka","vodka"
"187",46,"Adam Sunrise",2016-09-02 11:28:32,15567,"alcoholic","ordinary drink","collins glass",2,"lemonade","1/2 can","1/2",NA,NA,"can",0.5,NA,-0.0804579130672757,"uncommon ingredient","lemonade"
"188",46,"Adam Sunrise",2016-09-02 11:28:32,15567,"alcoholic","ordinary drink","collins glass",3,"water","1/2","1/2",NA,NA,NA,0.5,0.5,-0.0804579130672757,"water","water"
"189",46,"Adam Sunrise",2016-09-02 11:28:32,15567,"alcoholic","ordinary drink","collins glass",4,"sugar","10 tsp","10",NA,NA,"tsp",10,NA,0.0582316195488553,"sugar","sugar"
"190",47,"Addington",2017-09-07 22:15:25,17227,"alcoholic","cocktail","cocktail glass",1,"sweet vermouth","2 shots","2",NA,NA,"shots",2,60,-0.0585595658120971,"sweet vermouth","sweet vermouth"
"191",47,"Addington",2017-09-07 22:15:25,17227,"alcoholic","cocktail","cocktail glass",2,"dry vermouth","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"dry vermouth","dry vermouth"
"192",47,"Addington",2017-09-07 22:15:25,17227,"alcoholic","cocktail","cocktail glass",3,"soda water","top up with",NA,NA,NA,"top up with",NA,NA,NA,"soda water","soda water"
"193",48,"Addison",2017-09-07 22:38:20,17228,"alcoholic","cocktail","martini glass",1,"gin","1 1/2 shot","1 1/2",NA,NA,"shot",1.5,45,-0.0658590148971566,"gin","gin"
"194",48,"Addison",2017-09-07 22:38:20,17228,"alcoholic","cocktail","martini glass",2,"vermouth","1 1/2 shot","1 1/2",NA,NA,"shot",1.5,45,-0.0658590148971566,"uncommon ingredient","vermouth"
"195",49,"Addison Special",2017-04-24 22:14:53,14272,"alcoholic","cocktail","old-fashioned glass",1,"vodka","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"vodka","vodka"
"196",49,"Addison Special",2017-04-24 22:14:53,14272,"alcoholic","cocktail","old-fashioned glass",2,"grenadine","1 tblsp","1",NA,NA,"tblsp",1,NA,-0.0731584639822161,"grenadine","grenadine"
"197",49,"Addison Special",2017-04-24 22:14:53,14272,"alcoholic","cocktail","old-fashioned glass",3,"orange juice","fill with",NA,NA,NA,"fill with",NA,NA,NA,"orange juice","orange juice"
"198",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",1,"rum","1 shot","1",NA,NA,"shot",1,30,-0.0731584639822161,"rum","rum"
"199",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",2,"dry vermouth","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"dry vermouth","dry vermouth"
"200",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",3,"cognac","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"uncommon ingredient","cognac"
"201",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",4,"gin","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"gin","gin"
"202",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",5,"fresh lime juice","1/4 shot","1/4",NA,NA,"shot",0.25,7.5,-0.0841076376098054,"uncommon ingredient","fresh lime juice"
"203",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",6,"sugar syrup","1/4 shot","1/4",NA,NA,"shot",0.25,7.5,-0.0841076376098054,"sugar syrup","sugar syrup"
"204",50,"Adios Amigos Cocktail",2017-09-07 22:31:33,17229,"alcoholic","cocktail","martini glass",7,"water","1/2 shot","1/2",NA,NA,"shot",0.5,15,-0.0804579130672757,"water","water"
"205",51,"Adonis Cocktail",2016-09-02 11:27:11,11007,"alcoholic","ordinary drink","cocktail glass",1,"sweet vermouth","3/4 oz","3/4",NA,NA,"oz",0.75,21,-0.0768081885247459,"sweet vermouth","sweet vermouth"
"206",51,"Adonis Cocktail",2016-09-02 11:27:11,11007,"alcoholic","ordinary drink","cocktail glass",2,"sherry","1 1/2 oz dry","1 1/2",NA,NA,"oz dry",1.5,42,-0.0658590148971566,"uncommon ingredient","sherry"
"207",51,"Adonis Cocktail",2016-09-02 11:27:11,11007,"alcoholic","ordinary drink","cocktail glass",3,"orange bitters","1 dash","1",NA,NA,"dash",1,0.6,-0.0731584639822161,"orange bitters","orange bitters"
"208",52,"Affair",2016-09-01 10:05:34,11008,"alcoholic","ordinary drink","highball glass",1,"strawberry schnapps","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"uncommon ingredient","strawberry schnapps"
"209",52,"Affair",2016-09-01 10:05:34,11008,"alcoholic","ordinary drink","highball glass",2,"orange juice","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"orange juice","orange juice"
"210",52,"Affair",2016-09-01 10:05:34,11008,"alcoholic","ordinary drink","highball glass",3,"cranberry juice","2 oz","2",NA,NA,"oz",2,56,-0.0585595658120971,"cranberry juice","cranberry juice"
"211",52,"Affair",2016-09-01 10:05:34,11008,"alcoholic","ordinary drink","highball glass",4,"club soda","",NA,NA,NA,NA,NA,NA,NA,"club soda","club soda"
"212",53,"Affinity",2017-09-07 21:44:05,11009,"alcoholic","ordinary drink","cocktail glass",1,"scotch","1 1/2 oz","1 1/2",NA,NA,"oz",1.5,42,-0.0658590148971566,"scotch","scotch"
"213",53,"Affinity",2017-09-07 21:44:05,11009,"alcoholic","ordinary drink","cocktail glass",2,"sweet vermouth","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"sweet vermouth","sweet vermouth"
"214",53,"Affinity",2017-09-07 21:44:05,11009,"alcoholic","ordinary drink","cocktail glass",3,"dry vermouth","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"dry vermouth","dry vermouth"
"215",53,"Affinity",2017-09-07 21:44:05,11009,"alcoholic","ordinary drink","cocktail glass",4,"orange bitters","2 dashes","2",NA,NA,"dashes",2,1.2,-0.0585595658120971,"orange bitters","orange bitters"
"216",54,"After Dinner Cocktail",2017-01-02 20:06:18,11010,"alcoholic","ordinary drink","cocktail glass",1,"apricot brandy","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","apricot brandy"
"217",54,"After Dinner Cocktail",2017-01-02 20:06:18,11010,"alcoholic","ordinary drink","cocktail glass",2,"triple sec","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"triple sec","triple sec"
"218",54,"After Dinner Cocktail",2017-01-02 20:06:18,11010,"alcoholic","ordinary drink","cocktail glass",3,"lime","juice of 1",NA,NA,NA,"juice of",NA,NA,NA,"lime","lime"
"219",54,"After Dinner Cocktail",2017-01-02 20:06:18,11010,"alcoholic","ordinary drink","cocktail glass",4,"lime","1","1",NA,NA,NA,1,1,-0.0731584639822161,"lime","lime"
"220",55,"After Five",2017-04-24 22:16:35,13807,"alcoholic","shot","shot glass",1,"peppermint schnapps","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","peppermint schnapps"
"221",55,"After Five",2017-04-24 22:16:35,13807,"alcoholic","shot","shot glass",2,"kahlua","",NA,NA,NA,NA,NA,NA,NA,"kahlua","kahlua"
"222",55,"After Five",2017-04-24 22:16:35,13807,"alcoholic","shot","shot glass",3,"bailey's irish cream","",NA,NA,NA,NA,NA,NA,NA,"bailey's irish cream","bailey's irish cream"
"223",56,"After Supper Cocktail",2017-01-02 20:06:50,11011,"alcoholic","ordinary drink","cocktail glass",1,"triple sec","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"triple sec","triple sec"
"224",56,"After Supper Cocktail",2017-01-02 20:06:50,11011,"alcoholic","ordinary drink","cocktail glass",2,"apricot brandy","1 oz","1",NA,NA,"oz",1,28,-0.0731584639822161,"uncommon ingredient","apricot brandy"
"225",56,"After Supper Cocktail",2017-01-02 20:06:50,11011,"alcoholic","ordinary drink","cocktail glass",3,"lemon juice","1/2 tsp","1/2",NA,NA,"tsp",0.5,NA,-0.0804579130672757,"lemon juice","lemon juice"
"226",57,"After sex",2017-04-24 22:18:22,15182,"alcoholic","ordinary drink","highball glass",1,"vodka","2 cl","2",NA,NA,"cl",2,20,-0.0585595658120971,"vodka","vodka"
"227",57,"After sex",2017-04-24 22:18:22,15182,"alcoholic","ordinary drink","highball glass",2,"creme de banane","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"uncommon ingredient","creme de banane"
"228",57,"After sex",2017-04-24 22:18:22,15182,"alcoholic","ordinary drink","highball glass",3,"orange juice","",NA,NA,NA,NA,NA,NA,NA,"orange juice","orange juice"
"229",58,"Afterglow",2016-07-18 22:07:32,12560,"non alcoholic","cocktail","highball glass",1,"grenadine","1 part","1",NA,NA,"part",1,5,-0.0731584639822161,"grenadine","grenadine"
"230",58,"Afterglow",2016-07-18 22:07:32,12560,"non alcoholic","cocktail","highball glass",2,"orange juice","4 parts","4",NA,NA,"parts",4,20,-0.029361769471859,"orange juice","orange juice"
"231",58,"Afterglow",2016-07-18 22:07:32,12560,"non alcoholic","cocktail","highball glass",3,"pineapple juice","4 parts","4",NA,NA,"parts",4,20,-0.029361769471859,"pineapple juice","pineapple juice"
"232",59,"Afternoon",2016-08-31 19:22:57,13162,"alcoholic","coffee / tea","collins glass",1,"kahlua","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"kahlua","kahlua"
"233",59,"Afternoon",2016-08-31 19:22:57,13162,"alcoholic","coffee / tea","collins glass",2,"bailey's irish cream","1 cl","1",NA,NA,"cl",1,10,-0.0731584639822161,"bailey's irish cream","bailey's irish cream"
"234",59,"Afternoon",2016-08-31 19:22:57,13162,"alcoholic","coffee / tea","collins glass",3,"frangelico","1 1/2","1 1/2",NA,NA,NA,1.5,1.5,-0.0658590148971566,"uncommon ingredient","frangelico"
"235",59,"Afternoon",2016-08-31 19:22:57,13162,"alcoholic","coffee / tea","collins glass",4,"coffee","4 cl hot","4",NA,NA,"cl hot",4,NA,-0.029361769471859,"coffee","coffee"
"236",59,"Afternoon",2016-08-31 19:22:57,13162,"alcoholic","coffee / tea","collins glass",5,"cream","",NA,NA,NA,NA,NA,NA,NA,"uncommon ingredient","cream"
